year,country,country_code,infant_mortality_rate,isRegion
1972,Gabon,GAB,94.2,
1973,Gabon,GAB,91.6,
1974,Gabon,GAB,89.1,
1975,Gabon,GAB,86.6,
1976,Gabon,GAB,84.2,
1977,Gabon,GAB,81.9,
1978,Gabon,GAB,79.6,
1979,Gabon,GAB,77.4,
1980,Gabon,GAB,75.3,
1981,Gabon,GAB,73.3,
1982,Gabon,GAB,71.3,
1983,Gabon,GAB,69.4,
1984,Gabon,GAB,67.7,
1985,Gabon,GAB,66.1,
1986,Gabon,GAB,64.6,
1987,Gabon,GAB,63.3,
1988,Gabon,GAB,62.1,
1989,Gabon,GAB,61.1,
1990,Gabon,GAB,60.2,
1991,Gabon,GAB,59.4,
1992,Gabon,GAB,58.7,
1993,Gabon,GAB,58.1,
1994,Gabon,GAB,57.5,
1995,Gabon,GAB,57,
1996,Gabon,GAB,56.4,
1997,Gabon,GAB,55.8,
1998,Gabon,GAB,55.1,
1999,Gabon,GAB,54.2,
2000,Gabon,GAB,53.3,
2001,Gabon,GAB,52.3,
2002,Gabon,GAB,51.2,
2003,Gabon,GAB,50.2,
2004,Gabon,GAB,49,
2005,Gabon,GAB,47.7,
2006,Gabon,GAB,46.6,
2007,Gabon,GAB,45.2,
2008,Gabon,GAB,43.9,
2009,Gabon,GAB,42.9,
2010,Gabon,GAB,41.6,
2011,Gabon,GAB,40.4,
2012,Gabon,GAB,39.1,
2013,Gabon,GAB,37.9,
2014,Gabon,GAB,37.2,
2015,Gabon,GAB,36.1,
2016,Gabon,GAB,34.6,
2017,Gabon,GAB,33.7,
2018,Gabon,GAB,32.5,
2019,Gabon,GAB,31.5,
2020,Gabon,GAB,30.7,
1960,Guatemala,GTM,147.7,
1961,Guatemala,GTM,144.4,
1962,Guatemala,GTM,141.2,
1963,Guatemala,GTM,138.1,
1964,Guatemala,GTM,135,
1965,Guatemala,GTM,131.9,
1966,Guatemala,GTM,128.7,
1967,Guatemala,GTM,125.5,
1968,Guatemala,GTM,122.4,
1969,Guatemala,GTM,119.3,
1970,Guatemala,GTM,116.2,
1971,Guatemala,GTM,113.2,
1972,Guatemala,GTM,110.1,
1973,Guatemala,GTM,107,
1974,Guatemala,GTM,103.9,
1975,Guatemala,GTM,100.8,
1976,Guatemala,GTM,104.9,
1977,Guatemala,GTM,94.8,
1978,Guatemala,GTM,91.8,
1979,Guatemala,GTM,88.9,
1980,Guatemala,GTM,86,
1981,Guatemala,GTM,83.1,
1982,Guatemala,GTM,88.8,
1983,Guatemala,GTM,77.5,
1984,Guatemala,GTM,74.8,
1985,Guatemala,GTM,72.1,
1986,Guatemala,GTM,69.4,
1987,Guatemala,GTM,66.8,
1988,Guatemala,GTM,64.3,
1989,Guatemala,GTM,61.8,
1990,Guatemala,GTM,59.5,
1991,Guatemala,GTM,57.2,
1992,Guatemala,GTM,55.1,
1993,Guatemala,GTM,53,
1994,Guatemala,GTM,51.1,
1995,Guatemala,GTM,49.2,
1996,Guatemala,GTM,47.4,
1997,Guatemala,GTM,45.7,
1998,Guatemala,GTM,44,
1999,Guatemala,GTM,42.5,
2000,Guatemala,GTM,41,
2001,Guatemala,GTM,39.5,
2002,Guatemala,GTM,38.1,
2003,Guatemala,GTM,36.8,
2004,Guatemala,GTM,35.6,
2005,Guatemala,GTM,34.3,
2006,Guatemala,GTM,33.1,
2007,Guatemala,GTM,32,
2008,Guatemala,GTM,30.8,
2009,Guatemala,GTM,29.7,
2010,Guatemala,GTM,28.6,
2011,Guatemala,GTM,27.6,
2012,Guatemala,GTM,26.5,
2013,Guatemala,GTM,25.6,
2014,Guatemala,GTM,24.6,
2015,Guatemala,GTM,23.7,
2016,Guatemala,GTM,22.9,
2017,Guatemala,GTM,22.2,
2018,Guatemala,GTM,21.4,
2019,Guatemala,GTM,20.7,
2020,Guatemala,GTM,20.1,
1960,Guyana,GUY,66.9,
1961,Guyana,GUY,64.5,
1962,Guyana,GUY,62.4,
1963,Guyana,GUY,60.6,
1964,Guyana,GUY,59.2,
1965,Guyana,GUY,58.1,
1966,Guyana,GUY,57.2,
1967,Guyana,GUY,56.4,
1968,Guyana,GUY,55.9,
1969,Guyana,GUY,55.5,
1970,Guyana,GUY,55.3,
1971,Guyana,GUY,55.1,
1972,Guyana,GUY,55,
1973,Guyana,GUY,54.8,
1974,Guyana,GUY,54.6,
1975,Guyana,GUY,54.5,
1976,Guyana,GUY,54.2,
1977,Guyana,GUY,54,
1978,Guyana,GUY,53.6,
1979,Guyana,GUY,53.2,
1980,Guyana,GUY,52.9,
1981,Guyana,GUY,52.5,
1982,Guyana,GUY,52,
1983,Guyana,GUY,51.6,
1984,Guyana,GUY,51.1,
1985,Guyana,GUY,50.6,
1986,Guyana,GUY,50,
1987,Guyana,GUY,49.3,
1988,Guyana,GUY,48.6,
1989,Guyana,GUY,47.7,
1990,Guyana,GUY,46.7,
1991,Guyana,GUY,45.7,
1992,Guyana,GUY,44.6,
1993,Guyana,GUY,43.5,
1994,Guyana,GUY,42.4,
1995,Guyana,GUY,41.4,
1996,Guyana,GUY,40.5,
1997,Guyana,GUY,39.6,
1998,Guyana,GUY,38.7,
1999,Guyana,GUY,37.8,
2000,Guyana,GUY,37,
2001,Guyana,GUY,36.2,
2002,Guyana,GUY,35.4,
2003,Guyana,GUY,34.7,
2004,Guyana,GUY,34,
2005,Guyana,GUY,33.4,
2006,Guyana,GUY,32.8,
2007,Guyana,GUY,32.2,
2008,Guyana,GUY,31.7,
2009,Guyana,GUY,31.1,
2010,Guyana,GUY,30.6,
2011,Guyana,GUY,30,
2012,Guyana,GUY,29.4,
2013,Guyana,GUY,28.8,
2014,Guyana,GUY,28.1,
2015,Guyana,GUY,27.4,
2016,Guyana,GUY,26.6,
2017,Guyana,GUY,25.9,
2018,Guyana,GUY,25.2,
2019,Guyana,GUY,24.5,
2020,Guyana,GUY,23.8,
1960,Grenada,GRD,67.1,
1961,Grenada,GRD,62.3,
1962,Grenada,GRD,57.5,
1963,Grenada,GRD,53.1,
1964,Grenada,GRD,49.5,
1965,Grenada,GRD,46.6,
1966,Grenada,GRD,44.4,
1967,Grenada,GRD,42.9,
1968,Grenada,GRD,41.8,
1969,Grenada,GRD,40.8,
1970,Grenada,GRD,39.9,
1971,Grenada,GRD,39.1,
1972,Grenada,GRD,38.2,
1973,Grenada,GRD,37.2,
1974,Grenada,GRD,36.2,
1975,Grenada,GRD,35.1,
1976,Grenada,GRD,34,
1977,Grenada,GRD,32.8,
1978,Grenada,GRD,31.5,
1979,Grenada,GRD,30.2,
1980,Grenada,GRD,28.8,
1981,Grenada,GRD,27.5,
1982,Grenada,GRD,26.2,
1983,Grenada,GRD,24.9,
1984,Grenada,GRD,23.7,
1985,Grenada,GRD,22.6,
1986,Grenada,GRD,21.5,
1987,Grenada,GRD,20.5,
1988,Grenada,GRD,19.6,
1989,Grenada,GRD,18.7,
1990,Grenada,GRD,17.9,
1991,Grenada,GRD,17.1,
1992,Grenada,GRD,16.3,
1993,Grenada,GRD,15.6,
1994,Grenada,GRD,14.9,
1995,Grenada,GRD,14.4,
1996,Grenada,GRD,14,
1997,Grenada,GRD,13.6,
1998,Grenada,GRD,13.3,
1999,Grenada,GRD,13.1,
2000,Grenada,GRD,12.9,
2001,Grenada,GRD,12.8,
2002,Grenada,GRD,12.6,
2003,Grenada,GRD,12.5,
2004,Grenada,GRD,12.5,
2005,Grenada,GRD,12.4,
2006,Grenada,GRD,12.5,
2007,Grenada,GRD,12.5,
2008,Grenada,GRD,12.7,
2009,Grenada,GRD,12.8,
2010,Grenada,GRD,13,
2011,Grenada,GRD,13.3,
2012,Grenada,GRD,13.5,
2013,Grenada,GRD,13.8,
2014,Grenada,GRD,14,
2015,Grenada,GRD,14.3,
2016,Grenada,GRD,14.5,
2017,Grenada,GRD,14.6,
2018,Grenada,GRD,14.7,
2019,Grenada,GRD,14.7,
2020,Grenada,GRD,14.5,
1960,Guinea,GIN,208.4,
1961,Guinea,GIN,206.8,
1962,Guinea,GIN,205.4,
1963,Guinea,GIN,203.7,
1964,Guinea,GIN,202.1,
1965,Guinea,GIN,200.3,
1966,Guinea,GIN,198.5,
1967,Guinea,GIN,196.7,
1968,Guinea,GIN,194.9,
1969,Guinea,GIN,193,
1970,Guinea,GIN,191.1,
1971,Guinea,GIN,189,
1972,Guinea,GIN,187,
1973,Guinea,GIN,184.9,
1974,Guinea,GIN,182.6,
1975,Guinea,GIN,180.2,
1976,Guinea,GIN,177.6,
1977,Guinea,GIN,174.8,
1978,Guinea,GIN,171.9,
1979,Guinea,GIN,168.9,
1980,Guinea,GIN,165.9,
1981,Guinea,GIN,162.9,
1982,Guinea,GIN,160.1,
1983,Guinea,GIN,157.3,
1984,Guinea,GIN,154.4,
1985,Guinea,GIN,151.6,
1986,Guinea,GIN,148.8,
1987,Guinea,GIN,146.1,
1988,Guinea,GIN,143.2,
1989,Guinea,GIN,140.3,
1990,Guinea,GIN,137,
1991,Guinea,GIN,133.5,
1992,Guinea,GIN,129.8,
1993,Guinea,GIN,126.2,
1994,Guinea,GIN,122.4,
1995,Guinea,GIN,118.5,
1996,Guinea,GIN,114.8,
1997,Guinea,GIN,111.1,
1998,Guinea,GIN,107.3,
1999,Guinea,GIN,103.6,
2000,Guinea,GIN,99.9,
2001,Guinea,GIN,96.2,
2002,Guinea,GIN,92.7,
2003,Guinea,GIN,89.5,
2004,Guinea,GIN,86.5,
2005,Guinea,GIN,83.9,
2006,Guinea,GIN,81.5,
2007,Guinea,GIN,79.4,
2008,Guinea,GIN,77.6,
2009,Guinea,GIN,75.9,
2010,Guinea,GIN,74.4,
2011,Guinea,GIN,73.1,
2012,Guinea,GIN,71.8,
2013,Guinea,GIN,70.5,
2014,Guinea,GIN,69.5,
2015,Guinea,GIN,68.4,
2016,Guinea,GIN,67.1,
2017,Guinea,GIN,66,
2018,Guinea,GIN,64.7,
2019,Guinea,GIN,63.4,
2020,Guinea,GIN,62,
1960,Greece,GRC,39.4,
1961,Greece,GRC,38.8,
1962,Greece,GRC,37.9,
1963,Greece,GRC,36.7,
1964,Greece,GRC,35.2,
1965,Greece,GRC,33.9,
1966,Greece,GRC,33.2,
1967,Greece,GRC,32.5,
1968,Greece,GRC,31.2,
1969,Greece,GRC,28.9,
1970,Greece,GRC,26.7,
1971,Greece,GRC,25.2,
1972,Greece,GRC,24.4,
1973,Greece,GRC,23.9,
1974,Greece,GRC,23.5,
1975,Greece,GRC,22.9,
1976,Greece,GRC,21.9,
1977,Greece,GRC,20.7,
1978,Greece,GRC,19.4,
1979,Greece,GRC,18.2,
1980,Greece,GRC,17,
1981,Greece,GRC,15.9,
1982,Greece,GRC,14.9,
1983,Greece,GRC,14.1,
1984,Greece,GRC,13.4,
1985,Greece,GRC,12.8,
1986,Greece,GRC,12,
1987,Greece,GRC,11.1,
1988,Greece,GRC,10.3,
1989,Greece,GRC,9.7,
1990,Greece,GRC,9.1,
1991,Greece,GRC,8.6,
1992,Greece,GRC,8.3,
1993,Greece,GRC,8,
1994,Greece,GRC,7.7,
1995,Greece,GRC,7.4,
1996,Greece,GRC,7.1,
1997,Greece,GRC,6.8,
1998,Greece,GRC,6.4,
1999,Greece,GRC,6,
2000,Greece,GRC,5.6,
2001,Greece,GRC,5.2,
2002,Greece,GRC,4.9,
2003,Greece,GRC,4.6,
2004,Greece,GRC,4.3,
2005,Greece,GRC,4,
2006,Greece,GRC,3.8,
2007,Greece,GRC,3.6,
2008,Greece,GRC,3.5,
2009,Greece,GRC,3.4,
2010,Greece,GRC,3.4,
2011,Greece,GRC,3.5,
2012,Greece,GRC,3.5,
2013,Greece,GRC,3.6,
2014,Greece,GRC,3.7,
2015,Greece,GRC,3.8,
2016,Greece,GRC,3.9,
2017,Greece,GRC,3.8,
2018,Greece,GRC,3.7,
2019,Greece,GRC,3.7,
2020,Greece,GRC,3.6,
1960,Haiti,HTI,193.7,
1961,Haiti,HTI,190.6,
1962,Haiti,HTI,187.6,
1963,Haiti,HTI,184.5,
1964,Haiti,HTI,181.6,
1965,Haiti,HTI,178.7,
1966,Haiti,HTI,175.5,
1967,Haiti,HTI,172.3,
1968,Haiti,HTI,169.1,
1969,Haiti,HTI,165.8,
1970,Haiti,HTI,162.4,
1971,Haiti,HTI,159,
1972,Haiti,HTI,155.6,
1973,Haiti,HTI,152,
1974,Haiti,HTI,148.5,
1975,Haiti,HTI,145,
1976,Haiti,HTI,141.6,
1977,Haiti,HTI,138.3,
1978,Haiti,HTI,135,
1979,Haiti,HTI,131.8,
1980,Haiti,HTI,128.6,
1981,Haiti,HTI,125.4,
1982,Haiti,HTI,122.4,
1983,Haiti,HTI,119.4,
1984,Haiti,HTI,116.5,
1985,Haiti,HTI,113.7,
1986,Haiti,HTI,111,
1987,Haiti,HTI,108.3,
1988,Haiti,HTI,105.7,
1989,Haiti,HTI,103.1,
1990,Haiti,HTI,100.5,
1991,Haiti,HTI,97.9,
1992,Haiti,HTI,95.3,
1993,Haiti,HTI,92.6,
1994,Haiti,HTI,90,
1995,Haiti,HTI,87.3,
1996,Haiti,HTI,84.6,
1997,Haiti,HTI,81.9,
1998,Haiti,HTI,79.3,
1999,Haiti,HTI,76.8,
2000,Haiti,HTI,74.5,
2001,Haiti,HTI,72.3,
2002,Haiti,HTI,70.3,
2003,Haiti,HTI,68.4,
2004,Haiti,HTI,66.7,
2005,Haiti,HTI,65.3,
2006,Haiti,HTI,63.8,
2007,Haiti,HTI,62.5,
2008,Haiti,HTI,61.3,
2009,Haiti,HTI,60,
2010,Haiti,HTI,102.6,
2011,Haiti,HTI,57.6,
2012,Haiti,HTI,56.4,
2013,Haiti,HTI,55.3,
2014,Haiti,HTI,54.1,
2015,Haiti,HTI,52.8,
2016,Haiti,HTI,51.5,
2017,Haiti,HTI,50.3,
2018,Haiti,HTI,49,
2019,Haiti,HTI,47.8,
2020,Haiti,HTI,46.7,
1985,Guinea-Bissau,GNB,144.2,
1986,Guinea-Bissau,GNB,141.4,
1987,Guinea-Bissau,GNB,138.8,
1988,Guinea-Bissau,GNB,136.3,
1989,Guinea-Bissau,GNB,133.8,
1990,Guinea-Bissau,GNB,131.4,
1991,Guinea-Bissau,GNB,128.9,
1992,Guinea-Bissau,GNB,126.5,
1993,Guinea-Bissau,GNB,124,
1994,Guinea-Bissau,GNB,121.3,
1995,Guinea-Bissau,GNB,118.6,
1996,Guinea-Bissau,GNB,115.9,
1997,Guinea-Bissau,GNB,113.2,
1998,Guinea-Bissau,GNB,110.5,
1999,Guinea-Bissau,GNB,107.8,
2000,Guinea-Bissau,GNB,105,
2001,Guinea-Bissau,GNB,102.1,
2002,Guinea-Bissau,GNB,99.1,
2003,Guinea-Bissau,GNB,95.9,
2004,Guinea-Bissau,GNB,92.6,
2005,Guinea-Bissau,GNB,89.2,
2006,Guinea-Bissau,GNB,85.9,
2007,Guinea-Bissau,GNB,82.5,
2008,Guinea-Bissau,GNB,79.1,
2009,Guinea-Bissau,GNB,75.9,
2010,Guinea-Bissau,GNB,72.6,
2011,Guinea-Bissau,GNB,69.6,
2012,Guinea-Bissau,GNB,66.8,
2013,Guinea-Bissau,GNB,64.3,
2014,Guinea-Bissau,GNB,62.1,
2015,Guinea-Bissau,GNB,60,
2016,Guinea-Bissau,GNB,58.1,
2017,Guinea-Bissau,GNB,56.3,
2018,Guinea-Bissau,GNB,54.6,
2019,Guinea-Bissau,GNB,53,
2020,Guinea-Bissau,GNB,51.4,
1980,Angola,AGO,140.3,
1981,Angola,AGO,138.6,
1982,Angola,AGO,137.1,
1983,Angola,AGO,135.8,
1984,Angola,AGO,134.7,
1985,Angola,AGO,133.6,
1986,Angola,AGO,132.7,
1987,Angola,AGO,132.2,
1988,Angola,AGO,131.9,
1989,Angola,AGO,131.7,
1990,Angola,AGO,131.6,
1991,Angola,AGO,131.6,
1992,Angola,AGO,131.6,
1993,Angola,AGO,131.6,
1994,Angola,AGO,131.5,
1995,Angola,AGO,131,
1996,Angola,AGO,130.1,
1997,Angola,AGO,128.7,
1998,Angola,AGO,126.7,
1999,Angola,AGO,124.3,
2000,Angola,AGO,121.5,
2001,Angola,AGO,118.2,
2002,Angola,AGO,114.5,
2003,Angola,AGO,110.4,
2004,Angola,AGO,105.7,
2005,Angola,AGO,100.9,
2006,Angola,AGO,95.7,
2007,Angola,AGO,90.6,
2008,Angola,AGO,85.5,
2009,Angola,AGO,80.6,
2010,Angola,AGO,75.9,
2011,Angola,AGO,71.5,
2012,Angola,AGO,67.4,
2013,Angola,AGO,63.7,
2014,Angola,AGO,60.5,
2015,Angola,AGO,57.7,
2016,Angola,AGO,55.5,
2017,Angola,AGO,53.5,
2018,Angola,AGO,51.7,
2019,Angola,AGO,49.9,
2020,Angola,AGO,48.3,
1960,Honduras,HND,139.7,
1961,Honduras,HND,135.4,
1962,Honduras,HND,131.3,
1963,Honduras,HND,127.2,
1964,Honduras,HND,123.1,
1965,Honduras,HND,119.3,
1966,Honduras,HND,115.6,
1967,Honduras,HND,111.9,
1968,Honduras,HND,108.3,
1969,Honduras,HND,104.7,
1970,Honduras,HND,101.1,
1971,Honduras,HND,97.5,
1972,Honduras,HND,94.1,
1973,Honduras,HND,90.6,
1974,Honduras,HND,96.5,
1975,Honduras,HND,84,
1976,Honduras,HND,80.8,
1977,Honduras,HND,77.6,
1978,Honduras,HND,74.5,
1979,Honduras,HND,71.5,
1980,Honduras,HND,68.6,
1981,Honduras,HND,65.9,
1982,Honduras,HND,63.1,
1983,Honduras,HND,60.5,
1984,Honduras,HND,58,
1985,Honduras,HND,55.6,
1986,Honduras,HND,53.3,
1987,Honduras,HND,51.1,
1988,Honduras,HND,49.1,
1989,Honduras,HND,47,
1990,Honduras,HND,45.1,
1991,Honduras,HND,43.3,
1992,Honduras,HND,41.6,
1993,Honduras,HND,39.9,
1994,Honduras,HND,38.4,
1995,Honduras,HND,36.9,
1996,Honduras,HND,35.5,
1997,Honduras,HND,34.2,
1998,Honduras,HND,41.5,
1999,Honduras,HND,31.5,
2000,Honduras,HND,30.3,
2001,Honduras,HND,29,
2002,Honduras,HND,27.8,
2003,Honduras,HND,26.6,
2004,Honduras,HND,25.5,
2005,Honduras,HND,24.4,
2006,Honduras,HND,23.4,
2007,Honduras,HND,22.4,
2008,Honduras,HND,21.5,
2009,Honduras,HND,20.6,
2010,Honduras,HND,19.8,
2011,Honduras,HND,19.1,
2012,Honduras,HND,18.4,
2013,Honduras,HND,17.7,
2014,Honduras,HND,17.1,
2015,Honduras,HND,16.5,
2016,Honduras,HND,16,
2017,Honduras,HND,15.4,
2018,Honduras,HND,14.9,
2019,Honduras,HND,14.4,
2020,Honduras,HND,13.9,
1960,Australia,AUS,20.3,
1961,Australia,AUS,19.9,
1962,Australia,AUS,19.5,
1963,Australia,AUS,19.1,
1964,Australia,AUS,18.7,
1965,Australia,AUS,18.5,
1966,Australia,AUS,18.3,
1967,Australia,AUS,18.2,
1968,Australia,AUS,18.1,
1969,Australia,AUS,18,
1970,Australia,AUS,17.8,
1971,Australia,AUS,17.4,
1972,Australia,AUS,16.9,
1973,Australia,AUS,16.1,
1974,Australia,AUS,15.3,
1975,Australia,AUS,14.4,
1976,Australia,AUS,13.5,
1977,Australia,AUS,12.6,
1978,Australia,AUS,11.9,
1979,Australia,AUS,11.3,
1980,Australia,AUS,10.8,
1981,Australia,AUS,10.4,
1982,Australia,AUS,10.1,
1983,Australia,AUS,9.8,
1984,Australia,AUS,9.6,
1985,Australia,AUS,9.3,
1986,Australia,AUS,9.1,
1987,Australia,AUS,8.8,
1988,Australia,AUS,8.4,
1989,Australia,AUS,8,
1990,Australia,AUS,7.6,
1991,Australia,AUS,7.1,
1992,Australia,AUS,6.7,
1993,Australia,AUS,6.3,
1994,Australia,AUS,6,
1995,Australia,AUS,5.8,
1996,Australia,AUS,5.6,
1997,Australia,AUS,5.4,
1998,Australia,AUS,5.3,
1999,Australia,AUS,5.2,
2000,Australia,AUS,5.1,
2001,Australia,AUS,5,
2002,Australia,AUS,5,
2003,Australia,AUS,4.9,
2004,Australia,AUS,4.8,
2005,Australia,AUS,4.8,
2006,Australia,AUS,4.7,
2007,Australia,AUS,4.5,
2008,Australia,AUS,4.4,
2009,Australia,AUS,4.2,
2010,Australia,AUS,4,
2011,Australia,AUS,3.8,
2012,Australia,AUS,3.6,
2013,Australia,AUS,3.5,
2014,Australia,AUS,3.4,
2015,Australia,AUS,3.3,
2016,Australia,AUS,3.2,
2017,Australia,AUS,3.2,
2018,Australia,AUS,3.2,
2019,Australia,AUS,3.2,
2020,Australia,AUS,3.1,
1969,Argentina,ARG,59.5,
1970,Argentina,ARG,58.9,
1971,Argentina,ARG,58.3,
1972,Argentina,ARG,57.5,
1973,Argentina,ARG,56.4,
1974,Argentina,ARG,54.8,
1975,Argentina,ARG,52.8,
1976,Argentina,ARG,50.1,
1977,Argentina,ARG,47,
1978,Argentina,ARG,43.6,
1979,Argentina,ARG,40.1,
1980,Argentina,ARG,36.9,
1981,Argentina,ARG,34.2,
1982,Argentina,ARG,31.9,
1983,Argentina,ARG,29.9,
1984,Argentina,ARG,28.2,
1985,Argentina,ARG,26.9,
1986,Argentina,ARG,26.1,
1987,Argentina,ARG,25.7,
1988,Argentina,ARG,25.6,
1989,Argentina,ARG,25.5,
1990,Argentina,ARG,25.3,
1991,Argentina,ARG,24.9,
1992,Argentina,ARG,24.2,
1993,Argentina,ARG,23.3,
1994,Argentina,ARG,22.4,
1995,Argentina,ARG,21.5,
1996,Argentina,ARG,20.5,
1997,Argentina,ARG,19.7,
1998,Argentina,ARG,18.9,
1999,Argentina,ARG,18.2,
2000,Argentina,ARG,17.5,
2001,Argentina,ARG,16.9,
2002,Argentina,ARG,16.4,
2003,Argentina,ARG,15.8,
2004,Argentina,ARG,15.3,
2005,Argentina,ARG,14.8,
2006,Argentina,ARG,14.4,
2007,Argentina,ARG,14,
2008,Argentina,ARG,13.7,
2009,Argentina,ARG,13.3,
2010,Argentina,ARG,12.9,
2011,Argentina,ARG,12.4,
2012,Argentina,ARG,11.9,
2013,Argentina,ARG,11.3,
2014,Argentina,ARG,10.8,
2015,Argentina,ARG,10.2,
2016,Argentina,ARG,9.7,
2017,Argentina,ARG,9.2,
2018,Argentina,ARG,8.6,
2019,Argentina,ARG,8.1,
2020,Argentina,ARG,7.6,
1960,Antigua and Barbuda,ATG,62.8,
1961,Antigua and Barbuda,ATG,58.7,
1962,Antigua and Barbuda,ATG,54.2,
1963,Antigua and Barbuda,ATG,49.5,
1964,Antigua and Barbuda,ATG,44.9,
1965,Antigua and Barbuda,ATG,40.3,
1966,Antigua and Barbuda,ATG,36.1,
1967,Antigua and Barbuda,ATG,32.3,
1968,Antigua and Barbuda,ATG,29,
1969,Antigua and Barbuda,ATG,26.2,
1970,Antigua and Barbuda,ATG,23.8,
1971,Antigua and Barbuda,ATG,21.9,
1972,Antigua and Barbuda,ATG,20.3,
1973,Antigua and Barbuda,ATG,19,
1974,Antigua and Barbuda,ATG,17.9,
1975,Antigua and Barbuda,ATG,16.8,
1976,Antigua and Barbuda,ATG,15.9,
1977,Antigua and Barbuda,ATG,15,
1978,Antigua and Barbuda,ATG,14.1,
1979,Antigua and Barbuda,ATG,13.3,
1980,Antigua and Barbuda,ATG,12.6,
1981,Antigua and Barbuda,ATG,12,
1982,Antigua and Barbuda,ATG,11.5,
1983,Antigua and Barbuda,ATG,11.1,
1984,Antigua and Barbuda,ATG,10.9,
1985,Antigua and Barbuda,ATG,10.7,
1986,Antigua and Barbuda,ATG,10.6,
1987,Antigua and Barbuda,ATG,10.6,
1988,Antigua and Barbuda,ATG,10.7,
1989,Antigua and Barbuda,ATG,10.9,
1990,Antigua and Barbuda,ATG,11.1,
1991,Antigua and Barbuda,ATG,11.3,
1992,Antigua and Barbuda,ATG,11.6,
1993,Antigua and Barbuda,ATG,11.9,
1994,Antigua and Barbuda,ATG,12.3,
1995,Antigua and Barbuda,ATG,12.5,
1996,Antigua and Barbuda,ATG,12.8,
1997,Antigua and Barbuda,ATG,12.9,
1998,Antigua and Barbuda,ATG,12.9,
1999,Antigua and Barbuda,ATG,12.8,
2000,Antigua and Barbuda,ATG,12.6,
2001,Antigua and Barbuda,ATG,12.3,
2002,Antigua and Barbuda,ATG,11.9,
2003,Antigua and Barbuda,ATG,11.5,
2004,Antigua and Barbuda,ATG,11,
2005,Antigua and Barbuda,ATG,10.6,
2006,Antigua and Barbuda,ATG,10.1,
2007,Antigua and Barbuda,ATG,9.6,
2008,Antigua and Barbuda,ATG,9.2,
2009,Antigua and Barbuda,ATG,8.7,
2010,Antigua and Barbuda,ATG,8.3,
2011,Antigua and Barbuda,ATG,7.9,
2012,Antigua and Barbuda,ATG,7.5,
2013,Antigua and Barbuda,ATG,7.1,
2014,Antigua and Barbuda,ATG,6.8,
2015,Antigua and Barbuda,ATG,6.5,
2016,Antigua and Barbuda,ATG,6.2,
2017,Antigua and Barbuda,ATG,6,
2018,Antigua and Barbuda,ATG,5.8,
2019,Antigua and Barbuda,ATG,5.6,
2020,Antigua and Barbuda,ATG,5.4,
1985,Andorra,AND,16,
1986,Andorra,AND,15.3,
1987,Andorra,AND,14.4,
1988,Andorra,AND,13.7,
1989,Andorra,AND,12.9,
1990,Andorra,AND,12.3,
1991,Andorra,AND,11.6,
1992,Andorra,AND,11,
1993,Andorra,AND,10.5,
1994,Andorra,AND,9.9,
1995,Andorra,AND,9.4,
1996,Andorra,AND,9,
1997,Andorra,AND,8.5,
1998,Andorra,AND,8.1,
1999,Andorra,AND,7.7,
2000,Andorra,AND,7.3,
2001,Andorra,AND,6.9,
2002,Andorra,AND,6.5,
2003,Andorra,AND,6.2,
2004,Andorra,AND,5.9,
2005,Andorra,AND,5.6,
2006,Andorra,AND,5.3,
2007,Andorra,AND,5,
2008,Andorra,AND,4.7,
2009,Andorra,AND,4.4,
2010,Andorra,AND,4.1,
2011,Andorra,AND,3.9,
2012,Andorra,AND,3.7,
2013,Andorra,AND,3.5,
2014,Andorra,AND,3.3,
2015,Andorra,AND,3.1,
2016,Andorra,AND,2.9,
2017,Andorra,AND,2.8,
2018,Andorra,AND,2.6,
2019,Andorra,AND,2.5,
2020,Andorra,AND,2.4,
1978,Albania,ALB,77.2,
1979,Albania,ALB,71.7,
1980,Albania,ALB,66.5,
1981,Albania,ALB,61.7,
1982,Albania,ALB,57.3,
1983,Albania,ALB,53.4,
1984,Albania,ALB,49.8,
1985,Albania,ALB,46.6,
1986,Albania,ALB,43.7,
1987,Albania,ALB,41.2,
1988,Albania,ALB,39,
1989,Albania,ALB,37.1,
1990,Albania,ALB,35.5,
1991,Albania,ALB,34.1,
1992,Albania,ALB,32.9,
1993,Albania,ALB,31.8,
1994,Albania,ALB,30.7,
1995,Albania,ALB,29.7,
1996,Albania,ALB,28.6,
1997,Albania,ALB,27.5,
1998,Albania,ALB,26.4,
1999,Albania,ALB,25.3,
2000,Albania,ALB,24.1,
2001,Albania,ALB,22.9,
2002,Albania,ALB,21.7,
2003,Albania,ALB,20.4,
2004,Albania,ALB,19.1,
2005,Albania,ALB,17.8,
2006,Albania,ALB,16.6,
2007,Albania,ALB,15.3,
2008,Albania,ALB,14.1,
2009,Albania,ALB,12.9,
2010,Albania,ALB,11.8,
2011,Albania,ALB,10.8,
2012,Albania,ALB,10,
2013,Albania,ALB,9.3,
2014,Albania,ALB,8.8,
2015,Albania,ALB,8.5,
2016,Albania,ALB,8.4,
2017,Albania,ALB,8.4,
2018,Albania,ALB,8.5,
2019,Albania,ALB,8.6,
2020,Albania,ALB,8.8,
1976,Armenia,ARM,70.1,
1977,Armenia,ARM,67.6,
1978,Armenia,ARM,65.1,
1979,Armenia,ARM,62.7,
1980,Armenia,ARM,60.4,
1981,Armenia,ARM,58.2,
